"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"573",0,1,0,0,1,0,0,1,1,1
"574",1,0,0,0,0,1,0,0,1,0
"575",0,0,0,0,0,0,0,0,0,0
"576",0,2,0,0,1,0,0,1,0,1
"577",0,0,0,0,0,0,0,0,0,0
"578",1,1,0,1,0,0,0,0,2,0
"579",0,0,0,0,0,0,0,0,0,1
"580",0,0,0,0,0,0,0,0,0,0
"581",0,1,0,0,0,0,0,1,0,0
"582",0,0,0,0,0,0,0,0,0,1
"583",0,0,0,0,0,0,0,0,0,0
"584",0,0,0,0,0,0,0,0,0,1
"585",1,0,0,1,0,1,1,1,1,0
"586",1,1,0,1,0,0,0,0,2,0
"587",0,0,0,0,0,0,0,0,0,0
"588",0,1,0,0,4,0,1,2,0,5
"589",0,0,0,0,0,0,0,0,0,0
"590",0,0,0,0,1,0,0,0,0,1
"591",0,0,0,0,1,0,0,0,0,1
"592",0,0,0,0,2,1,0,0,0,3
"593",0,0,0,0,0,0,0,0,0,0
"594",0,0,0,1,0,0,2,0,1,1
"595",2,1,2,2,1,2,1,1,2,1
"596",0,0,0,0,0,0,0,0,1,0
"597",0,0,0,0,0,0,0,0,0,0
"598",0,1,0,0,1,0,1,1,0,1
