"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"409",0,0,0,0,0,0,0,0,0,0
"410",0,1,0,0,0,0,0,0,0,0
"411",0,0,0,0,0,0,0,2,0,2
"412",0,0,0,0,1,0,0,0,0,1
"413",0,0,0,0,0,0,0,0,0,0
"414",0,0,0,0,0,0,0,0,0,0
"415",0,0,0,0,1,0,0,0,0,1
"416",0,1,1,0,1,0,1,1,0,1
"417",0,0,0,0,0,0,0,0,0,0
"418",2,1,0,2,0,2,0,0,3,0
"419",0,0,0,0,0,0,0,1,0,1
"420",0,0,1,1,0,0,0,0,1,0
"421",0,0,2,0,0,1,0,1,3,0
"422",0,0,0,0,0,0,0,0,0,0
"423",0,0,0,0,0,0,0,0,0,1
"424",0,2,0,0,2,0,0,0,0,3
"425",0,1,0,0,0,0,0,1,0,0
"426",0,1,0,0,0,0,1,0,0,0
"427",0,0,0,0,0,0,0,0,0,0
"428",0,0,0,0,0,0,0,0,0,1
"429",1,1,1,1,0,1,0,0,1,0
"430",0,0,0,0,0,0,0,0,0,1
"431",1,2,1,1,1,2,1,1,2,2
"432",0,2,0,0,2,0,0,0,0,3
"433",0,0,0,0,0,0,0,0,0,1
"434",0,0,0,0,0,0,0,0,0,0
"435",0,0,0,0,0,0,0,0,0,0
"436",0,0,0,0,0,0,0,0,0,1
"437",0,1,0,0,1,0,1,1,0,1
"438",0,1,0,1,1,1,0,0,2,1
"439",0,0,0,0,1,0,0,1,0,1
"440",1,0,1,0,0,1,0,0,1,0
"441",0,0,0,0,0,0,0,0,0,1
"442",0,0,0,0,0,0,0,0,1,0
"443",0,0,0,0,0,0,0,0,0,1
"444",0,0,0,0,0,0,0,0,0,0
"445",0,0,0,0,0,1,0,0,1,0
"446",0,0,0,0,0,1,0,0,1,0
"447",0,0,0,0,0,0,0,0,0,1
"448",1,0,1,1,0,1,0,0,1,0
"449",0,0,0,0,0,0,0,0,0,0
"450",0,2,1,0,1,0,1,1,0,1
"451",0,0,0,0,0,1,0,0,1,0
"452",0,0,0,0,0,0,0,1,0,0
"453",0,0,0,0,0,0,0,1,0,0
"454",0,2,1,0,1,0,1,1,0,1
"455",0,0,0,0,0,0,0,0,0,1
"456",0,0,0,0,1,0,0,0,0,2
"457",0,0,0,0,0,1,0,0,1,0
"458",0,0,0,0,0,0,0,0,0,1
"459",0,0,0,0,0,0,0,0,0,1
"460",0,0,0,1,0,0,0,0,0,1
"461",0,3,0,1,3,0,1,3,2,4
"462",0,0,0,0,1,0,0,0,0,1
"463",0,0,0,0,0,0,0,0,0,0
"464",0,0,0,1,1,0,0,0,1,1
"465",0,0,0,0,0,0,0,0,0,1
"466",0,0,0,0,2,0,1,1,0,2
"467",0,0,0,0,0,0,0,0,0,1
"468",0,1,1,0,0,1,0,0,1,0
"469",0,0,0,0,0,0,0,0,0,1
"470",0,0,0,0,0,0,0,0,0,1
"471",0,0,0,0,0,0,0,1,0,1
"472",0,0,0,0,0,0,0,0,0,0
"473",0,2,0,0,2,0,1,2,1,2
"474",1,0,0,0,0,1,0,1,1,2
"475",0,0,0,0,0,0,0,0,0,0
"476",0,0,0,0,0,0,0,0,0,0
"477",0,2,0,0,2,0,1,2,1,2
"478",0,0,0,1,1,0,0,0,1,1
"479",0,0,0,1,1,0,0,0,1,1
"480",0,0,0,0,0,0,0,0,0,0
"481",1,2,0,1,2,0,0,3,1,5
"482",0,0,0,0,0,1,0,0,1,0
"483",0,0,0,0,0,0,0,0,1,0
"484",1,0,0,1,0,1,0,2,4,1
"485",0,0,0,0,0,1,0,0,1,0
"486",0,1,0,0,0,0,0,1,1,2
"487",0,0,0,0,0,0,0,0,0,0
"488",0,0,0,0,1,0,0,1,0,1
"489",0,0,0,0,0,0,0,2,0,1
"490",0,0,0,0,0,1,0,0,2,0
"491",0,0,0,0,0,1,0,0,1,0
"492",0,1,0,0,0,0,0,0,0,0
"493",0,0,0,0,0,0,0,0,0,0
"494",1,1,0,0,3,1,2,3,1,3
"495",0,1,0,0,1,0,0,1,1,3
"496",0,0,0,0,0,1,0,0,1,0
"497",2,0,0,1,1,0,0,1,3,4
"498",0,1,0,0,3,1,2,0,0,4
"499",0,1,0,0,1,0,0,1,0,2
"500",0,0,0,0,1,0,0,0,0,1
"501",0,0,0,0,1,0,0,0,0,1
"502",0,2,0,0,1,0,1,2,0,2
"503",0,0,0,0,0,0,0,0,0,1
"504",0,0,0,0,0,0,0,0,0,0
"505",0,0,0,0,0,0,0,0,0,1
"506",1,1,0,0,6,0,2,5,0,6
"507",0,1,0,0,0,0,0,0,0,1
"508",0,1,0,0,0,0,0,0,0,0
"509",0,0,0,0,0,0,0,0,0,0
"510",0,0,0,0,0,0,0,0,0,0
"511",0,0,0,0,0,0,0,0,0,0
"512",0,0,0,0,0,0,0,0,0,1
"513",0,0,0,0,0,0,0,0,0,0
"514",0,0,0,0,0,0,0,0,0,1
"515",1,1,0,1,1,0,0,1,1,1
"516",0,0,0,0,0,0,0,0,0,1
"517",0,2,0,0,0,0,0,0,1,2
"518",0,1,0,0,1,0,0,0,0,1
"519",0,0,0,0,0,0,0,0,0,0
"520",0,0,0,0,0,0,0,0,0,0
"521",0,2,1,0,2,1,1,2,1,2
"522",0,1,0,0,1,0,0,1,0,1
"523",0,0,0,0,0,0,0,0,0,0
"524",0,0,0,0,0,0,0,0,0,1
"525",0,0,0,0,0,0,0,0,0,0
"526",0,0,0,0,0,0,0,0,0,0
"527",0,2,0,0,1,0,0,1,0,1
"528",1,0,0,1,0,1,0,0,1,0
"529",0,0,0,0,0,1,0,0,1,0
"530",0,1,0,1,0,0,0,0,0,0
"531",0,1,0,0,1,0,0,1,0,1
"532",0,2,0,0,0,0,0,0,1,2
"533",0,0,0,0,0,1,0,0,1,0
"534",0,0,0,0,0,0,0,0,0,0
"535",0,0,0,0,0,0,0,0,0,0
"536",0,0,0,0,0,1,0,0,1,0
"537",0,2,0,0,1,0,0,1,0,1
"538",1,0,1,0,0,0,0,1,1,1
"539",0,0,0,0,0,0,0,0,0,1
"540",1,1,1,2,2,2,1,1,2,2
"541",1,1,1,2,2,2,1,1,2,2
"542",0,0,0,0,0,0,0,0,0,1
"543",0,0,0,0,1,0,0,0,0,1
"544",0,0,0,0,0,0,0,0,0,1
"545",0,0,0,0,0,0,0,0,0,0
"546",0,1,0,0,1,0,0,0,1,2
"547",0,0,0,0,0,1,0,0,1,0
"548",0,0,0,0,0,1,0,0,1,0
"549",0,0,0,0,0,0,0,0,0,1
